SAMPLE STATEMENT - SYNTHETIC DATA, NOT A REAL ACCOUNT
Generated by scripts/make_sample_statement.py for the ExpenseEye demo
Period: 01/01/2025 to 31/08/2025

Date,Narration,Chq./Ref.No.,Value Dt,Withdrawal Amt.,Deposit Amt.,Closing Balance
27/04/25,ATM WDL 4218XXXX9031 INDIRANAGAR,705591134,27/04/25,864.0,,165154.0
27/04/25,UPI-AMAZON SELLER SVCS-AMAZON@APL,775371517,27/04/25,2092.0,,163062.0
28/04/25,SALARY CREDIT-ACME TECHNOLOGIES PVT LTD,687090843,28/04/25,,96000.0,259062.0
28/04/25,POS 4218XXXX9031 INDIAN OIL PETROL,412470526,28/04/25,2238.0,,256824.0
29/04/25,UPI-ZOMATO ONLINE-ZOMATO@PAYTM,584507484,29/04/25,351.0,,256473.0
29/04/25,POS 4218XXXX9031 INDIAN OIL PETROL,307204266,29/04/25,1681.0,,254792.0
30/04/25,POS 4218XXXX9031 BIGBASKET DAILY,285011991,30/04/25,2230.0,,252562.0
01/05/25,NEFT-DR-GREENVIEW APARTMENTS-RENT,312033853,01/05/25,22000.0,,230562.0
01/05/25,UPI-THIRD WAVE COFFEE-TWC@OKHDFC,635923793,01/05/25,155.0,,230407.0
01/05/25,UPI-APOLLO PHARMACY-APOLLO@YBL,436764844,01/05/25,1059.0,,229348.0
01/05/25,UPI-RAPIDO BIKE TAXI-RAPIDO@OKAXIS,253623543,01/05/25,125.0,,229223.0
02/05/25,UPI-AMAZON SELLER SVCS-AMAZON@APL,897945849,02/05/25,299.0,,228924.0
02/05/25,POS 4218XXXX9031 BIGBASKET DAILY,285146604,02/05/25,1998.0,,226926.0
03/05/25,UPI-NETFLIX ENTERTAINMENT-NETFLIX@YBL,604328175,03/05/25,649.0,,226277.0
03/05/25,UPI-APOLLO PHARMACY-APOLLO@YBL,293334098,03/05/25,295.0,,225982.0
04/05/25,ATM WDL 4218XXXX9031 INDIRANAGAR,329457006,04/05/25,2320.0,,223662.0
05/05/25,UPI-MYNTRA DESIGNS-MYNTRA@HDFC,754084580,05/05/25,2430.0,,221232.0
05/05/25,UPI-THIRD WAVE COFFEE-TWC@OKHDFC,130250960,05/05/25,352.0,,220880.0
05/05/25,ATM WDL 4218XXXX9031 INDIRANAGAR,488460528,05/05/25,2302.0,,218578.0
06/05/25,UPI-SPOTIFY INDIA-SPOTIFY@AXIS,778561221,06/05/25,119.0,,218459.0
06/05/25,UPI-APOLLO PHARMACY-APOLLO@YBL,386327466,06/05/25,846.0,,217613.0
07/05/25,UPI-THIRD WAVE COFFEE-TWC@OKHDFC,691813253,07/05/25,134.0,,217479.0
08/05/25,UPI-ZOMATO ONLINE-ZOMATO@PAYTM,890120572,08/05/25,416.0,,217063.0
08/05/25,ATM WDL 4218XXXX9031 INDIRANAGAR,983167671,08/05/25,1962.0,,215101.0
09/05/25,POS 4218XXXX9031 BIGBASKET DAILY,219284026,09/05/25,589.0,,214512.0
09/05/25,POS 4218XXXX9031 INDIAN OIL PETROL,140144074,09/05/25,1992.0,,212520.0
09/05/25,UPI-AMAZON SELLER SVCS-AMAZON@APL,704565887,09/05/25,327.0,,212193.0
10/05/25,ATM WDL 4218XXXX9031 INDIRANAGAR,276117193,10/05/25,1210.0,,210983.0
11/05/25,UPI-JIO PREPAID RECHARGE-JIO@PAYTM,973295373,11/05/25,399.0,,210584.0
11/05/25,UPI-BLINKIT GROCERY-BLINKIT@YBL,386141786,11/05/25,932.0,,209652.0
12/05/25,UPI-APOLLO PHARMACY-APOLLO@YBL,828482674,12/05/25,559.0,,209093.0
13/05/25,POS 4218XXXX9031 INDIAN OIL PETROL,705223570,13/05/25,2304.0,,206789.0
13/05/25,UPI-ZOMATO ONLINE-ZOMATO@PAYTM,151816551,13/05/25,370.0,,206419.0
13/05/25,POS 4218XXXX9031 BIGBASKET DAILY,623371101,13/05/25,907.0,,205512.0
14/05/25,UPI-APOLLO PHARMACY-APOLLO@YBL,675312961,14/05/25,159.0,,205353.0
14/05/25,UPI-ZOMATO ONLINE-ZOMATO@PAYTM,740886438,14/05/25,343.0,,205010.0
14/05/25,POS 4218XXXX9031 BIGBASKET DAILY,525940439,14/05/25,1909.0,,203101.0
14/05/25,UPI-CROMA ELECTRONICS-CROMA@ICICI,709978842,14/05/25,78999.0,,124102.0
15/05/25,UPI-ZOMATO ONLINE-ZOMATO@PAYTM,785841278,15/05/25,491.0,,123611.0
15/05/25,UPI-MYNTRA DESIGNS-MYNTRA@HDFC,341917430,15/05/25,2770.0,,120841.0
16/05/25,UPI-AMAZON SELLER SVCS-AMAZON@APL,929489278,16/05/25,2589.0,,118252.0
16/05/25,UPI-MYNTRA DESIGNS-MYNTRA@HDFC,935062480,16/05/25,1261.0,,116991.0
16/05/25,POS 4218XXXX9031 INDIAN OIL PETROL,889561663,16/05/25,2014.0,,114977.0
17/05/25,POS 4218XXXX9031 PULSE FITNESS,857579529,17/05/25,1499.0,,113478.0
17/05/25,UPI-UBER INDIA SYSTEMS-UBER@AXIS,246540590,17/05/25,224.0,,113254.0
17/05/25,UPI-SWIGGY ORDER-SWIGGY@ICICI,661970377,17/05/25,410.0,,112844.0
18/05/25,UPI-BLINKIT GROCERY-BLINKIT@YBL,700659768,18/05/25,1218.0,,111626.0
18/05/25,UPI-ZOMATO ONLINE-ZOMATO@PAYTM,964700642,18/05/25,628.0,,110998.0
18/05/25,UPI-RAPIDO BIKE TAXI-RAPIDO@OKAXIS,545908058,18/05/25,169.0,,110829.0
19/05/25,UPI-AMAZON SELLER SVCS-AMAZON@APL,307389484,19/05/25,902.0,,109927.0
20/05/25,UPI-BLINKIT GROCERY-BLINKIT@YBL,950655601,20/05/25,401.0,,109526.0
20/05/25,UPI-MYNTRA DESIGNS-MYNTRA@HDFC,123765647,20/05/25,2102.0,,107424.0
20/05/25,UPI-APOLLO PHARMACY-APOLLO@YBL,225298281,20/05/25,884.0,,106540.0
21/05/25,UPI-UBER INDIA SYSTEMS-UBER@AXIS,861517409,21/05/25,180.0,,106360.0
22/05/25,UPI-RAPIDO BIKE TAXI-RAPIDO@OKAXIS,342723411,22/05/25,168.0,,106192.0
22/05/25,UPI-MYNTRA DESIGNS-MYNTRA@HDFC,915959944,22/05/25,837.0,,105355.0
22/05/25,UPI-BLINKIT GROCERY-BLINKIT@YBL,420213304,22/05/25,1054.0,,104301.0
23/05/25,UPI-RAPIDO BIKE TAXI-RAPIDO@OKAXIS,192345460,23/05/25,107.0,,104194.0
24/05/25,POS 4218XXXX9031 INDIAN OIL PETROL,471475828,24/05/25,2258.0,,101936.0
24/05/25,UPI-BLINKIT GROCERY-BLINKIT@YBL,483403771,24/05/25,925.0,,101011.0
24/05/25,UPI-APOLLO PHARMACY-APOLLO@YBL,835335671,24/05/25,720.0,,100291.0
25/05/25,UPI-SWIGGY ORDER-SWIGGY@ICICI,164898703,25/05/25,732.0,,99559.0
25/05/25,UPI-APOLLO PHARMACY-APOLLO@YBL,354477562,25/05/25,1129.0,,98430.0
26/05/25,UPI-APOLLO PHARMACY-APOLLO@YBL,995420920,26/05/25,421.0,,98009.0
26/05/25,UPI-APOLLO PHARMACY-APOLLO@YBL,876844585,26/05/25,920.0,,97089.0
26/05/25,UPI-UBER INDIA SYSTEMS-UBER@AXIS,180928974,26/05/25,334.0,,96755.0
27/05/25,UPI-MYNTRA DESIGNS-MYNTRA@HDFC,328448488,27/05/25,2722.0,,94033.0
27/05/25,UPI-AMAZON SELLER SVCS-AMAZON@APL,591562968,27/05/25,2121.0,,91912.0
28/05/25,SALARY CREDIT-ACME TECHNOLOGIES PVT LTD,723790471,28/05/25,,96000.0,187912.0
28/05/25,UPI-UBER INDIA SYSTEMS-UBER@AXIS,501881004,28/05/25,163.0,,187749.0
28/05/25,UPI-RAPIDO BIKE TAXI-RAPIDO@OKAXIS,783740887,28/05/25,92.0,,187657.0
28/05/25,UPI-THIRD WAVE COFFEE-TWC@OKHDFC,871916919,28/05/25,416.0,,187241.0
29/05/25,POS 4218XXXX9031 BIGBASKET DAILY,192574841,29/05/25,1002.0,,186239.0
29/05/25,UPI-RAPIDO BIKE TAXI-RAPIDO@OKAXIS,999799872,29/05/25,49.0,,186190.0
30/05/25,UPI-BLINKIT GROCERY-BLINKIT@YBL,632342077,30/05/25,377.0,,185813.0
30/05/25,POS 4218XXXX9031 INDIAN OIL PETROL,601483208,30/05/25,1958.0,,183855.0
30/05/25,POS 4218XXXX9031 INDIAN OIL PETROL,858446071,30/05/25,1806.0,,182049.0
31/05/25,UPI-APOLLO PHARMACY-APOLLO@YBL,452698580,31/05/25,1056.0,,180993.0
01/06/25,NEFT-DR-GREENVIEW APARTMENTS-RENT,284448985,01/06/25,22000.0,,158993.0
01/06/25,UPI-APOLLO PHARMACY-APOLLO@YBL,925327592,01/06/25,925.0,,158068.0
02/06/25,POS 4218XXXX9031 BIGBASKET DAILY,310761560,02/06/25,1680.0,,156388.0
02/06/25,UPI-BLINKIT GROCERY-BLINKIT@YBL,154152438,02/06/25,516.0,,155872.0
03/06/25,UPI-NETFLIX ENTERTAINMENT-NETFLIX@YBL,665361889,03/06/25,649.0,,155223.0
03/06/25,UPI-THIRD WAVE COFFEE-TWC@OKHDFC,644260727,03/06/25,284.0,,154939.0
03/06/25,UPI-SWIGGY ORDER-SWIGGY@ICICI,636343680,03/06/25,649.0,,154290.0
03/06/25,UPI-THIRD WAVE COFFEE-TWC@OKHDFC,345762193,03/06/25,303.0,,153987.0
04/06/25,UPI-UBER INDIA SYSTEMS-UBER@AXIS,586215193,04/06/25,231.0,,153756.0
04/06/25,UPI-AMAZON SELLER SVCS-AMAZON@APL,872705989,04/06/25,1285.0,,152471.0
05/06/25,UPI-ZOMATO ONLINE-ZOMATO@PAYTM,135364743,05/06/25,557.0,,151914.0
05/06/25,UPI-RAPIDO BIKE TAXI-RAPIDO@OKAXIS,505379587,05/06/25,155.0,,151759.0
06/06/25,UPI-SPOTIFY INDIA-SPOTIFY@AXIS,215153082,06/06/25,119.0,,151640.0
06/06/25,UPI-SWIGGY ORDER-SWIGGY@ICICI,806226139,06/06/25,771.0,,150869.0
06/06/25,UPI-APOLLO PHARMACY-APOLLO@YBL,367710639,06/06/25,167.0,,150702.0
06/06/25,POS 4218XXXX9031 INDIAN OIL PETROL,941391160,06/06/25,1333.0,,149369.0
07/06/25,UPI-RAPIDO BIKE TAXI-RAPIDO@OKAXIS,546948821,07/06/25,168.0,,149201.0
07/06/25,ATM WDL 4218XXXX9031 INDIRANAGAR,251102979,07/06/25,934.0,,148267.0
08/06/25,UPI-MYNTRA DESIGNS-MYNTRA@HDFC,940598747,08/06/25,2671.0,,145596.0
09/06/25,POS 4218XXXX9031 BIGBASKET DAILY,499423033,09/06/25,426.0,,145170.0
09/06/25,UPI-RAPIDO BIKE TAXI-RAPIDO@OKAXIS,435686168,09/06/25,141.0,,145029.0
10/06/25,ATM WDL 4218XXXX9031 INDIRANAGAR,777900697,10/06/25,2513.0,,142516.0
11/06/25,UPI-JIO PREPAID RECHARGE-JIO@PAYTM,169635353,11/06/25,399.0,,142117.0
11/06/25,UPI-MYNTRA DESIGNS-MYNTRA@HDFC,466033237,11/06/25,1822.0,,140295.0
11/06/25,UPI-UBER INDIA SYSTEMS-UBER@AXIS,550069578,11/06/25,367.0,,139928.0
12/06/25,UPI-ZOMATO ONLINE-ZOMATO@PAYTM,971355396,12/06/25,647.0,,139281.0
13/06/25,UPI-SWIGGY ORDER-SWIGGY@ICICI,112407995,13/06/25,297.0,,138984.0
13/06/25,UPI-SWIGGY ORDER-SWIGGY@ICICI,622618916,13/06/25,358.0,,138626.0
13/06/25,UPI-SWIGGY ORDER-SWIGGY@ICICI,774811866,13/06/25,314.0,,138312.0
14/06/25,UPI-ZOMATO ONLINE-ZOMATO@PAYTM,513140801,14/06/25,591.0,,137721.0
14/06/25,POS 4218XXXX9031 BIGBASKET DAILY,637216786,14/06/25,543.0,,137178.0
14/06/25,UPI-UBER INDIA SYSTEMS-UBER@AXIS,719586352,14/06/25,415.0,,136763.0
15/06/25,UPI-SWIGGY ORDER-SWIGGY@ICICI,956670687,15/06/25,459.0,,136304.0
16/06/25,UPI-MYNTRA DESIGNS-MYNTRA@HDFC,241038697,16/06/25,2286.0,,134018.0
16/06/25,POS 4218XXXX9031 BIGBASKET DAILY,500833826,16/06/25,1929.0,,132089.0
17/06/25,UPI-APOLLO PHARMACY-APOLLO@YBL,178203233,17/06/25,411.0,,131678.0
17/06/25,UPI-UBER INDIA SYSTEMS-UBER@AXIS,196585048,17/06/25,372.0,,131306.0
18/06/25,UPI-BLINKIT GROCERY-BLINKIT@YBL,708437859,18/06/25,1377.0,,129929.0
18/06/25,UPI-ZOMATO ONLINE-ZOMATO@PAYTM,218801958,18/06/25,624.0,,129305.0
19/06/25,UPI-ZOMATO ONLINE-ZOMATO@PAYTM,873344676,19/06/25,538.0,,128767.0
20/06/25,UPI-ZOMATO ONLINE-ZOMATO@PAYTM,313791582,20/06/25,329.0,,128438.0
20/06/25,UPI-BLINKIT GROCERY-BLINKIT@YBL,373716848,20/06/25,1077.0,,127361.0
21/06/25,UPI-RAPIDO BIKE TAXI-RAPIDO@OKAXIS,402557423,21/06/25,142.0,,127219.0
21/06/25,UPI-SWIGGY ORDER-SWIGGY@ICICI,624540929,21/06/25,738.0,,126481.0
21/06/25,UPI-SWIGGY ORDER-SWIGGY@ICICI,541374102,21/06/25,248.0,,126233.0
22/06/25,UPI-ZOMATO ONLINE-ZOMATO@PAYTM,342891239,22/06/25,235.0,,125998.0
23/06/25,UPI-MYNTRA DESIGNS-MYNTRA@HDFC,837883288,23/06/25,1642.0,,124356.0
23/06/25,UPI-RAPIDO BIKE TAXI-RAPIDO@OKAXIS,923676846,23/06/25,183.0,,124173.0
23/06/25,UPI-ZOMATO ONLINE-ZOMATO@PAYTM,413184566,23/06/25,276.0,,123897.0
24/06/25,UPI-AMAZON SELLER SVCS-AMAZON@APL,321702659,24/06/25,1650.0,,122247.0
25/06/25,UPI-AMAZON SELLER SVCS-AMAZON@APL,270238187,25/06/25,1951.0,,120296.0
25/06/25,ATM WDL 4218XXXX9031 INDIRANAGAR,163545626,25/06/25,1431.0,,118865.0
26/06/25,ATM WDL 4218XXXX9031 INDIRANAGAR,406297498,26/06/25,2930.0,,115935.0
26/06/25,UPI-ZOMATO ONLINE-ZOMATO@PAYTM,829383250,26/06/25,638.0,,115297.0
26/06/25,UPI-APOLLO PHARMACY-APOLLO@YBL,507543677,26/06/25,551.0,,114746.0
27/06/25,UPI-ZOMATO ONLINE-ZOMATO@PAYTM,616629797,27/06/25,622.0,,114124.0
28/06/25,SALARY CREDIT-ACME TECHNOLOGIES PVT LTD,135186541,28/06/25,,96000.0,210124.0
28/06/25,UPI-APOLLO PHARMACY-APOLLO@YBL,995822304,28/06/25,985.0,,209139.0
29/06/25,UPI-UBER INDIA SYSTEMS-UBER@AXIS,392303606,29/06/25,409.0,,208730.0
30/06/25,UPI-THIRD WAVE COFFEE-TWC@OKHDFC,214122024,30/06/25,250.0,,208480.0
01/07/25,NEFT-DR-GREENVIEW APARTMENTS-RENT,309989720,01/07/25,22000.0,,186480.0
01/07/25,UPI-APOLLO PHARMACY-APOLLO@YBL,602683722,01/07/25,852.0,,185628.0
01/07/25,POS 4218XXXX9031 INDIAN OIL PETROL,674676400,01/07/25,1820.0,,183808.0
02/07/25,POS 4218XXXX9031 INDIAN OIL PETROL,336107979,02/07/25,2024.0,,181784.0
02/07/25,UPI-ZOMATO ONLINE-ZOMATO@PAYTM,816450922,02/07/25,661.0,,181123.0
03/07/25,UPI-NETFLIX ENTERTAINMENT-NETFLIX@YBL,503854043,03/07/25,649.0,,180474.0
03/07/25,ATM WDL 4218XXXX9031 INDIRANAGAR,993292775,03/07/25,536.0,,179938.0
04/07/25,UPI-APOLLO PHARMACY-APOLLO@YBL,316807433,04/07/25,415.0,,179523.0
05/07/25,UPI-RAPIDO BIKE TAXI-RAPIDO@OKAXIS,623761058,05/07/25,105.0,,179418.0
05/07/25,UPI-MYNTRA DESIGNS-MYNTRA@HDFC,137271381,05/07/25,1038.0,,178380.0
05/07/25,UPI-RAPIDO BIKE TAXI-RAPIDO@OKAXIS,426508810,05/07/25,156.0,,178224.0
06/07/25,UPI-SPOTIFY INDIA-SPOTIFY@AXIS,468429664,06/07/25,119.0,,178105.0
06/07/25,UPI-ZOMATO ONLINE-ZOMATO@PAYTM,285092143,06/07/25,684.0,,177421.0
07/07/25,UPI-MYNTRA DESIGNS-MYNTRA@HDFC,805145259,07/07/25,1438.0,,175983.0
07/07/25,POS 4218XXXX9031 INDIAN OIL PETROL,999255067,07/07/25,2165.0,,173818.0
08/07/25,UPI-AMAZON SELLER SVCS-AMAZON@APL,449786520,08/07/25,2768.0,,171050.0
08/07/25,UPI-SWIGGY ORDER-SWIGGY@ICICI,720308789,08/07/25,163.0,,170887.0
08/07/25,UPI-MYNTRA DESIGNS-MYNTRA@HDFC,100742031,08/07/25,1611.0,,169276.0
09/07/25,UPI-ZOMATO ONLINE-ZOMATO@PAYTM,107203494,09/07/25,151.0,,169125.0
09/07/25,UPI-SWIGGY ORDER-SWIGGY@ICICI,982269513,09/07/25,173.0,,168952.0
09/07/25,ATM WDL 4218XXXX9031 INDIRANAGAR,169871925,09/07/25,505.0,,168447.0
10/07/25,UPI-BLINKIT GROCERY-BLINKIT@YBL,446649288,10/07/25,605.0,,167842.0
10/07/25,UPI-SWIGGY ORDER-SWIGGY@ICICI,310363813,10/07/25,572.0,,167270.0
11/07/25,UPI-JIO PREPAID RECHARGE-JIO@PAYTM,512900285,11/07/25,399.0,,166871.0
11/07/25,UPI-AMAZON SELLER SVCS-AMAZON@APL,134531261,11/07/25,1965.0,,164906.0
12/07/25,UPI-UBER INDIA SYSTEMS-UBER@AXIS,723980789,12/07/25,455.0,,164451.0
12/07/25,UPI-RAPIDO BIKE TAXI-RAPIDO@OKAXIS,667634864,12/07/25,127.0,,164324.0
12/07/25,ATM WDL 4218XXXX9031 INDIRANAGAR,979818339,12/07/25,2131.0,,162193.0
13/07/25,UPI-UBER INDIA SYSTEMS-UBER@AXIS,406278152,13/07/25,328.0,,161865.0
13/07/25,UPI-AMAZON SELLER SVCS-AMAZON@APL,447892072,13/07/25,799.0,,161066.0
13/07/25,UPI-AMAZON SELLER SVCS-AMAZON@APL,674069668,13/07/25,840.0,,160226.0
14/07/25,UPI-MYNTRA DESIGNS-MYNTRA@HDFC,985470126,14/07/25,1124.0,,159102.0
15/07/25,ATM WDL 4218XXXX9031 INDIRANAGAR,743876659,15/07/25,1005.0,,158097.0
15/07/25,UPI-AMAZON SELLER SVCS-AMAZON@APL,221096898,15/07/25,1558.0,,156539.0
15/07/25,ATM WDL 4218XXXX9031 INDIRANAGAR,204777117,15/07/25,606.0,,155933.0
16/07/25,UPI-SWIGGY ORDER-SWIGGY@ICICI,960299322,16/07/25,407.0,,155526.0
16/07/25,UPI-UBER INDIA SYSTEMS-UBER@AXIS,789474539,16/07/25,401.0,,155125.0
16/07/25,UPI-BLINKIT GROCERY-BLINKIT@YBL,400514693,16/07/25,1013.0,,154112.0
17/07/25,POS 4218XXXX9031 PULSE FITNESS,505773945,17/07/25,1499.0,,152613.0
17/07/25,UPI-AMAZON SELLER SVCS-AMAZON@APL,295530851,17/07/25,2438.0,,150175.0
17/07/25,UPI-THIRD WAVE COFFEE-TWC@OKHDFC,150559268,17/07/25,158.0,,150017.0
18/07/25,UPI-THIRD WAVE COFFEE-TWC@OKHDFC,475571365,18/07/25,138.0,,149879.0
19/07/25,UPI-AMAZON SELLER SVCS-AMAZON@APL,291182805,19/07/25,1942.0,,147937.0
19/07/25,POS 4218XXXX9031 INDIAN OIL PETROL,612181272,19/07/25,1930.0,,146007.0
19/07/25,UPI-BLINKIT GROCERY-BLINKIT@YBL,972169894,19/07/25,1199.0,,144808.0
20/07/25,UPI-SWIGGY ORDER-SWIGGY@ICICI,141809488,20/07/25,562.0,,144246.0
21/07/25,BILLPAY-SURAKSHA HEALTH INSURANCE,922828167,21/07/25,3200.0,,141046.0
21/07/25,UPI-BLINKIT GROCERY-BLINKIT@YBL,608452007,21/07/25,705.0,,140341.0
21/07/25,UPI-THIRD WAVE COFFEE-TWC@OKHDFC,189186490,21/07/25,150.0,,140191.0
22/07/25,UPI-APOLLO PHARMACY-APOLLO@YBL,985515345,22/07/25,554.0,,139637.0
23/07/25,POS 4218XXXX9031 INDIAN OIL PETROL,927547500,23/07/25,1156.0,,138481.0
24/07/25,POS 4218XXXX9031 INDIAN OIL PETROL,126112129,24/07/25,1975.0,,136506.0
24/07/25,ATM WDL 4218XXXX9031 INDIRANAGAR,112075153,24/07/25,2757.0,,133749.0
25/07/25,POS 4218XXXX9031 INDIAN OIL PETROL,777708725,25/07/25,2504.0,,131245.0
26/07/25,UPI-ZOMATO ONLINE-ZOMATO@PAYTM,292040127,26/07/25,645.0,,130600.0
26/07/25,POS 4218XXXX9031 INDIAN OIL PETROL,761214146,26/07/25,1100.0,,129500.0
27/07/25,POS 4218XXXX9031 BIGBASKET DAILY,234096269,27/07/25,1115.0,,128385.0
27/07/25,UPI-UBER INDIA SYSTEMS-UBER@AXIS,405732031,27/07/25,325.0,,128060.0
27/07/25,UPI-UBER INDIA SYSTEMS-UBER@AXIS,733945311,27/07/25,119.0,,127941.0
28/07/25,SALARY CREDIT-ACME TECHNOLOGIES PVT LTD,944068279,28/07/25,,96000.0,223941.0
28/07/25,UPI-SWIGGY ORDER-SWIGGY@ICICI,203746394,28/07/25,193.0,,223748.0
28/07/25,UPI-RAPIDO BIKE TAXI-RAPIDO@OKAXIS,417822100,28/07/25,142.0,,223606.0
29/07/25,POS 4218XXXX9031 BIGBASKET DAILY,906882005,29/07/25,1791.0,,221815.0
29/07/25,UPI-MYNTRA DESIGNS-MYNTRA@HDFC,673589826,29/07/25,2306.0,,219509.0
29/07/25,UPI-BLINKIT GROCERY-BLINKIT@YBL,432502948,29/07/25,703.0,,218806.0
30/07/25,UPI-APOLLO PHARMACY-APOLLO@YBL,950922377,30/07/25,167.0,,218639.0
30/07/25,UPI-ZOMATO ONLINE-ZOMATO@PAYTM,674676579,30/07/25,670.0,,217969.0
30/07/25,UPI-UBER INDIA SYSTEMS-UBER@AXIS,375443321,30/07/25,251.0,,217718.0
31/07/25,UPI-UBER INDIA SYSTEMS-UBER@AXIS,945735106,31/07/25,344.0,,217374.0
01/08/25,NEFT-DR-GREENVIEW APARTMENTS-RENT,610841723,01/08/25,22000.0,,195374.0
01/08/25,UPI-APOLLO PHARMACY-APOLLO@YBL,568562069,01/08/25,1004.0,,194370.0
02/08/25,UPI-APOLLO PHARMACY-APOLLO@YBL,586475911,02/08/25,190.0,,194180.0
02/08/25,UPI-AMAZON SELLER SVCS-AMAZON@APL,925945532,02/08/25,2508.0,,191672.0
02/08/25,UPI-THIRD WAVE COFFEE-TWC@OKHDFC,970016133,02/08/25,206.0,,191466.0
03/08/25,UPI-NETFLIX ENTERTAINMENT-NETFLIX@YBL,782697954,03/08/25,649.0,,190817.0
03/08/25,UPI-AMAZON SELLER SVCS-AMAZON@APL,188534465,03/08/25,1900.0,,188917.0
03/08/25,UPI-ZOMATO ONLINE-ZOMATO@PAYTM,795090513,03/08/25,256.0,,188661.0
04/08/25,UPI-AMAZON SELLER SVCS-AMAZON@APL,671312975,04/08/25,1855.0,,186806.0
04/08/25,POS 4218XXXX9031 BIGBASKET DAILY,669585528,04/08/25,1290.0,,185516.0
05/08/25,POS 4218XXXX9031 BIGBASKET DAILY,168235380,05/08/25,2166.0,,183350.0
05/08/25,ATM WDL 4218XXXX9031 INDIRANAGAR,217483527,05/08/25,1970.0,,181380.0
06/08/25,UPI-SPOTIFY INDIA-SPOTIFY@AXIS,739983545,06/08/25,119.0,,181261.0
06/08/25,UPI-UBER INDIA SYSTEMS-UBER@AXIS,884222347,06/08/25,218.0,,181043.0
07/08/25,UPI-THIRD WAVE COFFEE-TWC@OKHDFC,683462187,07/08/25,203.0,,180840.0
08/08/25,UPI-AMAZON SELLER SVCS-AMAZON@APL,388991234,08/08/25,549.0,,180291.0
08/08/25,POS 4218XXXX9031 INDIAN OIL PETROL,819698644,08/08/25,1826.0,,178465.0
09/08/25,UPI-BLINKIT GROCERY-BLINKIT@YBL,940427084,09/08/25,569.0,,177896.0
09/08/25,ATM WDL 4218XXXX9031 INDIRANAGAR,156020292,09/08/25,2028.0,,175868.0
10/08/25,UPI-SWIGGY ORDER-SWIGGY@ICICI,119078526,10/08/25,541.0,,175327.0
10/08/25,UPI-ZOMATO ONLINE-ZOMATO@PAYTM,942296999,10/08/25,294.0,,175033.0
10/08/25,UPI-RAPIDO BIKE TAXI-RAPIDO@OKAXIS,105730072,10/08/25,63.0,,174970.0
11/08/25,UPI-JIO PREPAID RECHARGE-JIO@PAYTM,816414222,11/08/25,399.0,,174571.0
11/08/25,POS 4218XXXX9031 INDIAN OIL PETROL,788773840,11/08/25,902.0,,173669.0
11/08/25,POS 4218XXXX9031 INDIAN OIL PETROL,951302748,11/08/25,1482.0,,172187.0
12/08/25,UPI-RAPIDO BIKE TAXI-RAPIDO@OKAXIS,536414986,12/08/25,176.0,,172011.0
13/08/25,UPI-MYNTRA DESIGNS-MYNTRA@HDFC,294973011,13/08/25,2739.0,,169272.0
13/08/25,UPI-THIRD WAVE COFFEE-TWC@OKHDFC,483234631,13/08/25,351.0,,168921.0
13/08/25,UPI-ZOMATO ONLINE-ZOMATO@PAYTM,768002432,13/08/25,649.0,,168272.0
14/08/25,POS 4218XXXX9031 BIGBASKET DAILY,593900391,14/08/25,585.0,,167687.0
15/08/25,UPI-APOLLO PHARMACY-APOLLO@YBL,426187608,15/08/25,725.0,,166962.0
15/08/25,ATM WDL 4218XXXX9031 INDIRANAGAR,890347001,15/08/25,1653.0,,165309.0
15/08/25,POS 4218XXXX9031 INDIAN OIL PETROL,619061039,15/08/25,1058.0,,164251.0
16/08/25,UPI-MYNTRA DESIGNS-MYNTRA@HDFC,697669001,16/08/25,656.0,,163595.0
17/08/25,POS 4218XXXX9031 PULSE FITNESS,848369693,17/08/25,1499.0,,162096.0
17/08/25,ATM WDL 4218XXXX9031 INDIRANAGAR,502329594,17/08/25,1079.0,,161017.0
17/08/25,UPI-RAPIDO BIKE TAXI-RAPIDO@OKAXIS,192282697,17/08/25,53.0,,160964.0
17/08/25,UPI-THIRD WAVE COFFEE-TWC@OKHDFC,701966381,17/08/25,310.0,,160654.0
18/08/25,UPI-ZOMATO ONLINE-ZOMATO@PAYTM,790622861,18/08/25,350.0,,160304.0
18/08/25,ATM WDL 4218XXXX9031 INDIRANAGAR,785700139,18/08/25,2450.0,,157854.0
18/08/25,UPI-UBER INDIA SYSTEMS-UBER@AXIS,823607820,18/08/25,151.0,,157703.0
19/08/25,UPI-THIRD WAVE COFFEE-TWC@OKHDFC,343656111,19/08/25,391.0,,157312.0
19/08/25,POS 4218XXXX9031 BIGBASKET DAILY,852108867,19/08/25,1123.0,,156189.0
19/08/25,UPI-THIRD WAVE COFFEE-TWC@OKHDFC,264531192,19/08/25,298.0,,155891.0
20/08/25,POS 4218XXXX9031 BIGBASKET DAILY,226200128,20/08/25,1927.0,,153964.0
21/08/25,ATM WDL 4218XXXX9031 INDIRANAGAR,188830502,21/08/25,1977.0,,151987.0
21/08/25,UPI-ZOMATO ONLINE-ZOMATO@PAYTM,451912684,21/08/25,420.0,,151567.0
21/08/25,POS 4218XXXX9031 BIGBASKET DAILY,132159463,21/08/25,1269.0,,150298.0
22/08/25,UPI-SWIGGY ORDER-SWIGGY@ICICI,438549608,22/08/25,437.0,,149861.0
22/08/25,UPI-AMAZON SELLER SVCS-AMAZON@APL,105900004,22/08/25,2355.0,,147506.0
